"","age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","y","subscription"
"2154",43,2,2,1,0,255,1,0,1,17,6,180,1,-1,0,4,"no",1
"2155",36,2,2,2,0,63,1,0,3,2,7,56,8,-1,0,4,"no",1
"2156",34,7,2,1,0,712,1,0,3,2,7,326,3,-1,0,4,"no",1
"2157",29,8,2,2,0,57,1,0,2,21,6,342,9,-1,0,4,"no",1
"2158",57,6,2,2,0,523,0,1,1,2,4,49,6,-1,0,4,"no",1
"2159",43,5,2,3,0,422,0,0,1,12,2,110,1,-1,0,4,"no",1
"2160",33,8,2,2,0,386,0,0,1,12,10,253,1,92,4,1,"yes",2
"2161",60,5,2,3,0,3387,0,0,1,14,2,636,2,-1,0,4,"no",1
"2162",51,10,2,1,0,260,0,0,1,19,2,137,2,-1,0,4,"no",1
"2163",40,1,3,2,0,-1,0,0,1,7,6,173,1,-1,0,4,"no",1
"2164",51,10,2,2,0,1490,1,0,1,18,6,227,2,-1,0,4,"no",1
"2165",38,8,2,2,0,497,1,1,3,19,9,88,5,-1,0,4,"no",1
"2166",35,10,2,2,0,1707,1,0,3,2,7,426,3,-1,0,4,"no",1
"2167",47,10,2,2,0,826,1,0,2,18,10,195,3,112,8,2,"no",1
"2168",45,2,2,1,0,907,0,0,1,18,2,230,8,-1,0,4,"no",1
"2169",40,8,2,2,0,1836,1,0,1,12,9,750,2,-1,0,4,"yes",2
"2170",29,3,3,2,0,404,0,0,1,30,5,413,3,-1,0,4,"no",1
"2171",52,5,1,3,0,907,1,0,3,4,7,104,2,-1,0,4,"no",1
"2172",26,10,2,2,0,18,1,1,1,5,9,138,1,-1,0,4,"no",1
"2173",31,2,3,1,0,-495,1,0,3,29,9,334,2,-1,0,4,"no",1
"2174",55,8,2,4,0,1210,1,0,3,30,9,868,1,-1,0,4,"no",1
"2175",35,8,2,2,0,819,1,0,2,14,6,102,14,-1,0,4,"no",1
"2176",56,5,1,3,0,442,0,0,3,28,9,77,3,-1,0,4,"no",1
"2177",28,2,3,2,0,-46,1,0,1,1,12,199,1,92,14,3,"yes",2
"2178",27,9,3,2,0,671,1,0,3,7,9,332,2,-1,0,4,"no",1
"2179",30,10,2,2,0,371,0,0,1,7,2,124,2,-1,0,4,"no",1
"2180",51,10,2,3,0,-3,0,0,1,25,2,91,9,-1,0,4,"no",1
"2181",33,5,2,2,0,11,1,0,1,4,9,104,3,-1,0,4,"no",1
"2182",32,2,3,2,0,33,1,0,1,18,9,125,1,368,4,1,"no",1
"2183",43,3,2,2,0,104,1,0,1,18,6,635,3,-1,0,4,"yes",2
"2184",46,2,2,1,0,174,0,1,1,15,6,90,1,-1,0,4,"no",1
"2185",32,5,2,3,0,3107,1,1,1,25,6,310,1,-1,0,4,"no",1
"2186",40,8,2,2,0,1438,1,0,1,6,9,207,1,351,2,1,"no",1
"2187",39,2,2,2,0,1367,0,0,3,12,7,43,1,-1,0,4,"no",1
"2188",51,2,2,1,0,-11,0,0,2,16,6,126,4,-1,0,4,"no",1
"2189",46,1,3,2,0,1693,1,0,1,25,5,137,1,97,1,3,"no",1
"2190",43,2,2,1,0,778,1,1,3,15,9,284,5,-1,0,4,"no",1
"2191",36,10,2,3,0,837,0,0,1,28,2,68,6,-1,0,4,"no",1
"2192",48,5,2,3,0,363,0,0,1,18,10,67,1,-1,0,4,"no",1
"2193",26,1,3,2,0,236,1,1,1,18,9,8,2,-1,0,4,"no",1
"2194",39,1,3,4,0,0,1,0,1,11,9,62,1,-1,0,4,"no",1
"2195",47,5,2,3,0,-50,0,1,1,7,6,175,1,-1,0,4,"no",1
"2196",23,3,3,1,0,4,1,0,3,13,9,395,2,-1,0,4,"yes",2
"2197",54,5,1,3,0,26306,1,0,1,11,4,27,1,84,3,1,"no",1
"2198",38,1,2,2,0,46,1,1,3,6,9,195,1,-1,0,4,"no",1
"2199",33,10,2,2,0,575,0,1,1,4,4,254,2,-1,0,4,"no",1
"2200",35,1,1,2,0,148,0,1,1,8,6,199,1,-1,0,4,"no",1
"2201",52,8,2,2,0,431,0,0,1,26,2,73,17,-1,0,4,"no",1
"2202",25,10,3,3,0,777,1,0,3,14,9,351,1,-1,0,4,"no",1
"2203",29,5,2,3,0,199,1,1,3,7,9,1689,4,-1,0,4,"yes",2
"2204",35,10,3,3,0,3552,0,0,1,21,10,267,1,-1,0,4,"no",1
"2205",49,8,2,2,0,47,0,0,3,5,9,234,2,-1,0,4,"no",1
"2206",41,1,1,2,0,3823,0,0,1,26,1,234,10,-1,0,4,"no",1
"2207",32,5,2,3,0,138,0,0,1,20,2,94,4,-1,0,4,"no",1
"2208",29,1,3,2,0,1117,1,0,3,8,9,77,2,-1,0,4,"no",1
"2209",28,2,2,2,0,1325,1,0,1,15,9,242,1,-1,0,4,"no",1
"2210",59,6,2,2,0,0,0,0,1,18,6,247,4,-1,0,4,"no",1
"2211",34,3,2,3,0,4343,0,0,3,9,7,85,4,-1,0,4,"no",1
"2212",55,5,1,3,0,1598,0,0,1,22,2,607,4,-1,0,4,"no",1
"2213",34,5,2,3,0,3301,1,0,1,17,7,485,2,227,4,1,"yes",2
"2214",24,9,3,2,0,822,0,0,1,27,11,184,1,91,2,1,"yes",2
"2215",42,10,1,2,0,-280,1,0,3,26,9,258,1,-1,0,4,"no",1
"2216",34,5,3,4,0,1534,1,0,1,16,1,156,1,147,7,2,"no",1
"2217",34,1,2,2,0,1671,0,0,3,21,9,160,1,-1,0,4,"no",1
"2218",51,7,2,3,0,2007,0,0,3,16,7,1021,1,-1,0,4,"no",1
"2219",58,2,2,1,0,0,1,0,1,31,6,5,25,-1,0,4,"no",1
"2220",44,10,2,2,0,2776,1,0,1,27,5,701,1,-1,0,4,"yes",2
"2221",33,2,2,2,0,139,1,1,1,18,9,732,2,291,5,1,"yes",2
"2222",34,5,2,3,0,573,0,0,1,10,2,122,1,-1,0,4,"no",1
"2223",34,1,2,2,0,475,1,0,3,7,9,559,1,-1,0,4,"no",1
"2224",42,2,1,2,0,47,1,1,3,8,9,141,1,-1,0,4,"no",1
"2225",46,5,3,3,0,2154,1,0,1,21,6,87,4,-1,0,4,"no",1
"2226",31,7,3,3,0,96,0,0,1,5,4,577,1,-1,0,4,"no",1
"2227",39,3,2,3,0,83,1,0,1,11,6,193,2,-1,0,4,"no",1
"2228",34,5,3,3,0,6766,0,0,1,28,2,210,5,-1,0,4,"no",1
"2229",47,10,2,2,0,3973,0,0,1,6,2,732,2,-1,0,4,"no",1
"2230",42,8,1,2,0,372,1,1,3,6,9,121,2,-1,0,4,"no",1
"2231",48,2,3,2,0,-552,0,1,1,21,10,150,2,-1,0,4,"no",1
"2232",30,7,3,3,0,48,0,0,1,21,10,140,1,-1,0,4,"no",1
"2233",38,10,2,2,0,7696,1,0,1,20,10,386,2,-1,0,4,"no",1
"2234",24,8,2,2,0,4500,1,0,1,11,9,733,2,-1,0,4,"yes",2
"2235",34,10,2,2,0,1,1,0,1,19,10,108,1,-1,0,4,"no",1
"2236",46,5,3,3,0,46,0,1,1,17,10,80,1,152,1,1,"no",1
"2237",32,1,1,2,1,-18,1,0,3,12,9,155,3,-1,0,4,"no",1
"2238",46,8,2,2,0,451,1,1,1,13,9,389,4,-1,0,4,"no",1
"2239",26,7,2,3,0,479,1,0,1,9,4,133,3,-1,0,4,"no",1
"2240",42,2,2,2,0,0,1,0,1,21,10,328,6,-1,0,4,"no",1
"2241",50,10,2,2,0,1130,1,0,1,23,6,119,2,-1,0,4,"no",1
"2242",41,2,2,1,0,389,1,0,3,16,7,87,6,-1,0,4,"no",1
"2243",34,1,3,2,0,10,0,1,1,18,10,162,1,173,3,1,"no",1
"2244",32,8,2,2,0,401,1,0,3,15,9,294,2,-1,0,4,"no",1
"2245",58,4,3,3,0,145,1,1,1,16,6,128,2,-1,0,4,"no",1
"2246",45,10,2,2,0,115,1,0,1,6,9,108,1,-1,0,4,"no",1
"2247",28,1,3,2,0,89,1,1,1,6,4,172,2,-1,0,4,"no",1
"2248",35,10,2,2,0,94,1,1,3,14,9,208,5,-1,0,4,"no",1
"2249",39,8,2,2,0,1438,1,0,3,20,9,212,2,-1,0,4,"no",1
"2250",49,11,1,3,0,780,0,0,1,8,10,148,1,871,2,1,"no",1
"2251",50,5,2,3,0,207,1,0,1,4,4,99,1,-1,0,4,"no",1
"2252",37,5,2,3,0,238,0,0,1,3,4,185,1,92,1,3,"yes",2
"2253",45,2,2,1,0,2433,0,0,1,6,2,133,2,-1,0,4,"no",1
"2254",30,4,3,2,0,1924,0,0,1,6,4,170,1,-1,0,4,"no",1
"2255",48,11,2,3,0,-471,1,0,3,19,9,668,7,-1,0,4,"no",1
"2256",36,5,3,3,0,1531,1,0,1,8,9,81,3,170,1,1,"no",1
"2257",41,5,3,2,0,764,0,0,1,12,7,230,2,-1,0,4,"no",1
"2258",55,2,2,2,0,383,0,0,3,5,9,287,1,-1,0,4,"no",1
"2259",70,6,2,1,0,3782,0,0,1,16,8,618,1,-1,0,4,"no",1
"2260",41,5,2,3,0,326,1,0,1,5,9,788,1,-1,0,4,"yes",2
"2261",47,8,1,2,0,691,0,0,1,6,4,285,6,-1,0,4,"no",1
"2262",34,10,3,2,0,0,0,0,1,21,2,163,2,-1,0,4,"no",1
"2263",33,5,3,3,0,99,0,0,1,8,6,159,1,-1,0,4,"no",1
"2264",58,6,2,2,0,502,1,0,1,12,9,197,2,370,3,1,"no",1
"2265",51,5,2,3,0,-15,0,0,1,25,6,212,2,-1,0,4,"no",1
"2266",45,5,2,3,0,1929,1,0,3,29,9,44,15,-1,0,4,"no",1
"2267",55,1,2,2,0,0,0,0,1,23,12,180,2,238,3,3,"no",1
"2268",30,2,3,1,0,185,0,0,3,26,7,11,1,-1,0,4,"no",1
"2269",33,5,3,2,0,-424,1,0,3,26,9,863,1,-1,0,4,"no",1
"2270",27,8,3,2,0,0,1,0,3,7,9,388,7,-1,0,4,"no",1
"2271",59,6,2,2,0,319,1,0,3,5,9,143,3,-1,0,4,"no",1
"2272",34,5,3,3,0,171,1,0,1,7,9,191,1,294,1,1,"no",1
"2273",47,10,1,3,0,-1148,1,1,3,27,9,62,2,-1,0,4,"no",1
"2274",44,2,2,1,0,-11,1,0,3,9,9,13,1,-1,0,4,"no",1
"2275",35,1,3,2,0,0,1,0,1,13,9,1073,1,-1,0,4,"yes",2
"2276",45,5,2,3,0,-206,1,0,1,6,9,337,2,-1,0,4,"no",1
"2277",42,2,2,1,0,704,1,1,2,31,6,88,10,-1,0,4,"no",1
"2278",38,10,2,2,0,1931,0,0,1,2,7,167,1,298,10,2,"no",1
"2279",34,10,3,2,0,943,0,0,1,29,2,96,4,-1,0,4,"no",1
"2280",35,10,2,2,0,327,1,0,1,13,1,537,3,-1,0,4,"no",1
"2281",29,5,3,2,0,-105,1,0,3,27,9,5,3,-1,0,4,"no",1
"2282",58,6,2,2,0,983,0,0,1,5,2,139,1,-1,0,4,"no",1
"2283",44,2,3,1,0,787,1,0,3,30,9,570,2,-1,0,4,"no",1
"2284",45,3,2,3,0,0,1,0,1,29,6,100,3,-1,0,4,"no",1
"2285",43,2,2,2,0,3060,1,0,3,15,9,253,2,-1,0,4,"no",1
"2286",44,8,2,2,0,5780,1,0,1,1,1,525,2,-1,0,4,"no",1
"2287",30,10,3,2,0,790,0,0,1,20,2,696,3,-1,0,4,"no",1
"2288",38,11,2,3,0,1449,0,0,3,26,9,535,6,-1,0,4,"no",1
"2289",50,10,2,2,0,1412,0,0,1,6,2,131,3,-1,0,4,"no",1
"2290",21,9,3,2,0,681,0,0,3,20,2,6,1,-1,0,4,"no",1
"2291",38,3,2,3,0,228,1,0,1,5,4,105,1,-1,0,4,"no",1
"2292",42,1,2,2,0,0,0,0,3,19,7,370,1,-1,0,4,"no",1
"2293",45,10,3,3,0,2087,0,0,1,29,2,29,14,-1,0,4,"no",1
"2294",34,3,2,2,0,2,1,1,1,5,9,184,1,167,6,1,"no",1
"2295",48,10,2,2,0,197,0,1,1,3,4,47,2,222,3,2,"no",1
"2296",34,8,2,2,0,0,0,1,3,2,6,193,4,-1,0,4,"no",1
"2297",32,2,2,2,0,1905,1,0,1,16,6,709,2,-1,0,4,"yes",2
"2298",35,10,2,3,0,118,0,0,1,6,2,358,2,-1,0,4,"no",1
"2299",39,3,2,3,0,2644,1,0,3,20,9,253,1,-1,0,4,"no",1
"2300",36,7,2,3,0,16430,1,0,3,6,7,197,3,-1,0,4,"no",1
"2301",35,10,2,2,0,13,0,0,1,22,2,94,2,-1,0,4,"no",1
"2302",57,8,1,2,0,14,0,1,1,22,6,445,2,-1,0,4,"no",1
"2303",28,10,3,2,0,769,1,0,1,15,9,153,1,371,2,1,"no",1
"2304",43,1,2,4,0,3485,0,0,3,18,7,113,1,-1,0,4,"no",1
"2305",57,5,2,2,0,139,0,0,1,17,2,80,1,-1,0,4,"no",1
"2306",34,8,1,2,0,202,1,0,3,15,9,318,1,-1,0,4,"no",1
"2307",36,10,2,3,0,6,1,0,1,27,5,100,1,435,1,1,"no",1
"2308",47,5,1,3,0,2515,0,0,3,20,7,40,3,-1,0,4,"no",1
"2309",36,5,1,3,0,5195,1,0,3,2,7,55,25,-1,0,4,"no",1
"2310",33,5,2,3,0,2098,0,0,1,20,10,67,1,-1,0,4,"no",1
"2311",57,5,2,3,0,320,0,0,1,7,2,76,2,-1,0,4,"no",1
"2312",57,5,2,3,0,3431,1,0,3,16,9,73,1,-1,0,4,"no",1
"2313",34,1,2,2,0,50,1,0,3,20,9,89,2,-1,0,4,"no",1
"2314",51,4,1,3,0,370,1,0,1,19,2,109,3,-1,0,4,"no",1
"2315",54,2,1,1,0,-182,0,0,1,9,6,98,1,-1,0,4,"no",1
"2316",52,7,3,3,0,1623,1,0,3,5,7,21,17,-1,0,4,"no",1
"2317",43,3,2,3,0,13342,1,0,1,18,10,465,1,-1,0,4,"no",1
"2318",58,6,3,1,0,6570,0,0,1,21,6,106,3,-1,0,4,"no",1
"2319",53,1,2,2,0,225,1,0,1,20,1,304,1,340,1,1,"no",1
"2320",44,5,2,2,0,-665,0,0,1,30,6,342,3,-1,0,4,"no",1
"2321",29,5,3,3,0,0,0,0,3,16,9,16,25,-1,0,4,"no",1
"2322",27,8,3,2,0,54,1,0,3,28,9,543,2,-1,0,4,"yes",2
"2323",35,2,2,1,0,46,0,0,1,8,6,338,3,-1,0,4,"no",1
"2324",40,7,2,2,0,2,0,0,1,22,2,197,5,-1,0,4,"no",1
"2325",34,2,2,2,0,103,1,1,3,8,9,956,2,-1,0,4,"no",1
"2326",38,1,3,2,0,883,1,0,1,12,9,95,1,327,9,2,"no",1
"2327",32,8,2,2,0,55,1,0,3,15,9,546,9,-1,0,4,"no",1
"2328",41,1,2,2,0,8238,1,1,3,30,9,124,4,-1,0,4,"no",1
"2329",25,2,3,2,0,913,1,0,1,7,6,113,4,-1,0,4,"no",1
"2330",38,2,1,2,0,595,1,0,1,7,9,245,3,-1,0,4,"no",1
"2331",26,10,3,2,0,7,1,0,1,22,6,188,2,-1,0,4,"no",1
"2332",37,10,3,3,0,1661,0,0,1,19,2,199,5,-1,0,4,"no",1
"2333",30,5,2,3,0,102,1,0,1,5,1,470,7,426,3,2,"yes",2
"2334",36,8,2,2,0,338,0,0,3,14,9,90,1,-1,0,4,"no",1
"2335",33,5,2,2,0,3132,1,0,3,23,9,350,5,-1,0,4,"no",1
"2336",33,1,3,3,0,490,1,0,1,7,9,31,1,363,2,1,"no",1
"2337",35,5,2,3,0,2682,1,0,1,9,6,156,1,-1,0,4,"no",1
"2338",24,8,2,3,0,0,1,0,3,27,9,299,1,-1,0,4,"no",1
"2339",29,11,2,2,0,596,0,0,1,30,5,510,2,-1,0,4,"no",1
"2340",54,2,2,2,0,2059,1,0,1,25,2,177,4,-1,0,4,"no",1
"2341",27,1,2,2,0,132,0,0,1,13,11,123,2,-1,0,4,"no",1
"2342",34,5,2,2,0,0,0,0,1,2,4,270,1,-1,0,4,"no",1
"2343",39,2,2,1,0,385,1,0,3,16,9,225,4,-1,0,4,"no",1
"2344",38,5,2,3,0,223,0,0,1,28,5,63,1,-1,0,4,"no",1
"2345",37,5,2,3,0,0,1,0,3,3,7,247,13,-1,0,4,"no",1
"2346",26,8,3,2,0,512,1,1,1,30,5,206,5,239,3,1,"no",1
"2347",36,3,2,3,0,1169,1,0,3,6,9,168,2,-1,0,4,"no",1
"2348",35,5,3,3,0,71,1,0,3,21,9,836,12,-1,0,4,"no",1
"2349",30,5,3,3,0,940,0,0,1,8,2,131,2,-1,0,4,"no",1
"2350",25,10,3,2,0,-80,1,1,3,3,7,89,1,-1,0,4,"no",1
"2351",34,10,2,2,0,0,1,0,1,29,2,116,4,-1,0,4,"no",1
"2352",52,12,2,4,0,1317,0,0,3,12,7,58,1,-1,0,4,"no",1
"2353",39,1,2,2,0,179,0,0,3,6,12,36,1,-1,0,4,"no",1
"2354",34,5,2,2,0,1007,1,0,1,21,6,240,2,-1,0,4,"no",1
"2355",34,5,3,2,0,0,0,0,1,22,2,132,4,-1,0,4,"no",1
"2356",30,8,2,2,0,1286,1,1,1,17,6,544,1,-1,0,4,"no",1
"2357",33,8,2,2,0,804,1,1,3,8,9,266,1,-1,0,4,"no",1
"2358",30,9,3,2,0,4,0,0,1,4,4,443,2,-1,0,4,"no",1
"2359",51,2,2,1,0,0,1,0,1,10,6,324,1,-1,0,4,"no",1
"2360",36,8,3,2,0,417,1,0,1,6,4,15,10,207,3,1,"no",1
"2361",48,2,2,1,0,1678,0,0,1,28,5,263,2,-1,0,4,"no",1
"2362",37,8,1,2,0,532,1,0,3,11,7,199,1,-1,0,4,"no",1
"2363",58,5,2,2,0,407,1,0,1,29,6,145,2,-1,0,4,"no",1
"2364",56,5,1,3,0,659,0,1,1,2,7,56,1,-1,0,4,"no",1
"2365",34,2,2,2,0,393,1,0,1,5,9,11,9,-1,0,4,"no",1
"2366",33,1,1,2,0,661,1,0,1,18,10,411,1,173,2,2,"no",1
"2367",26,8,3,2,0,0,0,0,1,29,6,165,23,-1,0,4,"no",1
"2368",40,5,3,4,0,838,1,0,3,12,9,619,3,-1,0,4,"no",1
"2369",35,8,2,2,0,195,1,0,1,17,1,203,1,-1,0,4,"no",1
"2370",45,3,2,2,0,68,1,0,3,7,9,254,1,-1,0,4,"no",1
"2371",37,10,3,2,0,-242,1,0,1,13,2,1149,6,-1,0,4,"yes",2
"2372",35,5,1,3,0,321,1,0,3,9,9,189,1,-1,0,4,"no",1
"2373",43,8,3,2,0,3403,1,0,1,12,10,707,2,97,2,3,"yes",2
"2374",28,2,2,2,0,8,1,0,1,15,9,196,1,-1,0,4,"no",1
"2375",32,2,1,2,0,739,1,0,3,9,9,171,1,-1,0,4,"no",1
"2376",26,11,3,2,0,622,0,0,1,28,5,1451,2,-1,0,4,"yes",2
"2377",35,8,2,2,0,152,1,0,3,2,7,563,1,-1,0,4,"yes",2
"2378",35,10,3,2,0,2,0,0,1,11,2,239,4,-1,0,4,"no",1
"2379",39,2,2,2,0,1439,1,0,2,28,6,73,6,-1,0,4,"no",1
"2380",42,2,1,2,0,1491,1,0,1,6,9,203,2,334,2,1,"no",1
"2381",32,10,3,2,0,6402,1,0,1,6,9,158,1,167,1,3,"no",1
"2382",30,11,2,2,0,1210,0,0,1,9,6,100,4,-1,0,4,"no",1
"2383",26,5,3,3,0,122,0,1,1,8,6,160,1,-1,0,4,"no",1
"2384",30,9,3,2,0,0,1,0,1,19,10,661,1,-1,0,4,"no",1
"2385",32,5,2,3,0,62,1,0,1,14,9,166,1,-1,0,4,"no",1
"2386",47,8,2,2,0,3333,1,1,1,29,6,114,2,-1,0,4,"no",1
"2387",33,10,2,3,0,16992,1,0,3,29,9,58,1,-1,0,4,"no",1
"2388",57,2,2,1,0,23,1,0,2,31,6,25,8,-1,0,4,"no",1
"2389",35,1,2,2,0,0,1,0,1,7,9,121,2,-1,0,4,"no",1
"2390",53,10,2,3,0,6072,0,1,3,16,7,226,4,-1,0,4,"no",1
"2391",24,6,3,2,0,366,0,1,3,16,9,234,2,-1,0,4,"no",1
"2392",54,5,1,3,0,0,0,1,1,10,6,88,1,-1,0,4,"no",1
"2393",31,5,2,3,0,1343,1,1,3,21,9,85,1,-1,0,4,"no",1
"2394",41,3,2,2,0,2105,1,0,1,18,10,134,1,-1,0,4,"no",1
"2395",44,12,2,2,0,2319,0,0,1,4,2,251,3,-1,0,4,"no",1
"2396",35,8,3,2,0,35,1,0,1,14,9,152,1,-1,0,4,"no",1
"2397",30,5,2,3,0,877,0,0,1,13,2,202,1,83,5,1,"no",1
"2398",43,2,3,1,0,30,1,0,3,30,9,379,17,-1,0,4,"no",1
"2399",51,3,2,2,1,-2082,0,1,1,28,6,123,6,-1,0,4,"no",1
"2400",60,6,2,2,0,89,0,0,1,30,1,156,2,-1,0,4,"no",1
"2401",43,7,2,2,0,104,0,0,3,17,7,332,1,-1,0,4,"no",1
"2402",31,5,2,3,0,1750,1,0,2,14,9,90,3,-1,0,4,"no",1
"2403",56,5,2,1,0,772,1,0,2,20,10,291,1,-1,0,4,"no",1
"2404",42,10,2,2,0,1048,1,0,2,6,4,23,2,-1,0,4,"no",1
"2405",52,3,2,1,0,592,0,0,1,21,6,122,2,-1,0,4,"no",1
"2406",40,10,2,2,0,0,1,1,1,26,6,105,2,172,1,1,"no",1
"2407",36,8,2,2,0,3064,1,0,2,11,9,1143,4,-1,0,4,"no",1
"2408",40,8,2,1,0,33,0,0,3,26,9,70,3,-1,0,4,"no",1
"2409",46,2,2,2,0,0,1,0,1,8,9,264,2,-1,0,4,"no",1
"2410",32,1,3,2,0,1649,0,0,1,27,9,204,2,-1,0,4,"no",1
"2411",31,4,3,3,0,287,1,0,1,19,10,182,1,-1,0,4,"no",1
"2412",41,10,1,2,0,0,1,0,1,17,10,386,2,-1,0,4,"no",1
"2413",58,4,2,1,0,419,0,1,3,5,7,295,3,-1,0,4,"no",1
"2414",36,8,2,2,0,257,1,0,1,12,9,86,2,-1,0,4,"no",1
"2415",52,10,2,2,0,118,0,0,1,28,2,16,20,-1,0,4,"no",1
"2416",42,5,2,3,0,251,0,0,1,20,2,413,2,-1,0,4,"no",1
"2417",32,5,3,3,0,1731,1,1,3,29,9,323,3,-1,0,4,"no",1
"2418",62,5,2,3,0,0,0,0,1,13,11,78,3,-1,0,4,"no",1
"2419",31,10,3,3,0,23,0,0,1,25,2,121,3,-1,0,4,"no",1
"2420",41,2,3,2,1,-386,0,1,1,20,10,477,1,-1,0,4,"yes",2
"2421",34,7,2,3,0,5498,0,0,1,19,10,265,1,-1,0,4,"no",1
"2422",44,5,3,3,0,5063,0,0,1,27,11,418,2,-1,0,4,"yes",2
"2423",42,2,2,1,0,7041,1,0,1,28,6,386,4,-1,0,4,"no",1
"2424",37,3,3,2,0,654,0,0,3,19,9,594,2,-1,0,4,"no",1
"2425",47,5,2,3,0,1890,0,0,1,8,6,161,1,-1,0,4,"no",1
"2426",32,11,2,2,0,2400,1,1,1,5,4,450,3,-1,0,4,"no",1
"2427",46,2,2,2,0,519,1,0,1,25,2,217,6,-1,0,4,"no",1
"2428",39,10,3,3,0,1190,0,0,1,8,2,136,1,-1,0,4,"no",1
"2429",28,8,3,2,0,229,1,0,3,9,9,322,1,-1,0,4,"no",1
"2430",26,9,3,2,0,203,0,0,1,16,10,104,1,196,1,1,"no",1
"2431",52,10,2,2,0,1818,0,1,1,17,10,189,2,111,4,1,"no",1
"2432",42,11,2,2,0,1289,0,0,1,15,6,250,4,415,2,1,"yes",2
"2433",33,10,1,3,0,39,0,0,1,19,2,123,5,-1,0,4,"no",1
"2434",73,6,2,1,0,796,0,0,1,23,11,427,1,182,2,1,"yes",2
"2435",35,1,3,2,0,57,0,1,1,8,6,632,2,-1,0,4,"no",1
"2436",40,5,2,3,0,1548,1,0,1,13,1,101,3,-1,0,4,"no",1
"2437",51,10,2,2,0,117,0,0,1,24,2,467,2,88,4,2,"yes",2
"2438",37,1,3,2,0,0,1,0,1,16,1,640,2,-1,0,4,"no",1
"2439",39,5,2,3,0,691,1,1,1,16,1,517,1,255,1,1,"no",1
"2440",28,2,2,2,0,64,1,0,3,13,9,160,3,-1,0,4,"no",1
"2441",49,10,1,3,0,0,1,0,1,12,7,177,3,-1,0,4,"no",1
"2442",36,1,2,2,0,957,1,0,3,21,9,206,1,-1,0,4,"no",1
"2443",45,10,2,2,0,118,1,0,3,7,9,208,2,-1,0,4,"no",1
"2444",29,10,3,3,0,218,1,0,1,12,1,169,1,-1,0,4,"no",1
"2445",35,5,2,2,0,724,1,0,1,14,6,287,2,415,1,1,"yes",2
"2446",35,4,2,3,0,20,1,1,1,17,6,505,3,-1,0,4,"no",1
"2447",30,2,2,2,0,-28,1,0,1,18,9,284,2,371,1,1,"no",1
"2448",46,2,2,1,0,665,0,0,1,30,5,89,4,235,2,1,"no",1
"2449",25,9,3,3,0,5,0,0,1,29,12,138,1,-1,0,4,"no",1
"2450",36,5,2,3,0,925,0,0,1,14,3,321,3,189,4,3,"yes",2
"2451",42,2,2,1,0,2519,1,0,3,15,9,262,4,-1,0,4,"no",1
"2452",57,1,2,2,0,3927,0,0,1,13,11,61,1,-1,0,4,"no",1
"2453",42,5,1,3,0,401,1,0,1,24,6,217,9,-1,0,4,"no",1
"2454",29,5,2,3,0,581,1,1,1,14,6,192,2,-1,0,4,"no",1
"2455",36,10,2,3,0,1327,0,0,1,29,11,174,2,-1,0,4,"no",1
"2456",31,11,2,2,0,3242,0,0,3,25,7,292,2,-1,0,4,"no",1
"2457",59,10,2,1,0,3163,1,0,3,29,9,240,2,-1,0,4,"no",1
"2458",50,11,1,2,0,32,0,0,1,4,2,282,2,-1,0,4,"no",1
"2459",47,1,2,2,0,310,1,1,2,14,2,128,6,-1,0,4,"no",1
"2460",46,4,2,1,0,0,0,0,2,2,4,161,1,-1,0,4,"no",1
"2461",26,2,3,1,0,155,1,0,1,29,5,291,1,244,4,1,"no",1
"2462",31,8,3,2,0,11386,1,0,1,20,10,356,1,-1,0,4,"no",1
"2463",30,8,2,3,0,1380,1,0,3,21,9,294,2,-1,0,4,"no",1
"2464",47,2,3,4,0,2443,0,0,3,18,7,422,1,-1,0,4,"no",1
"2465",23,10,3,3,0,1129,1,0,3,28,9,806,1,-1,0,4,"yes",2
"2466",44,11,3,1,0,4232,0,0,3,16,7,227,1,-1,0,4,"no",1
"2467",42,7,2,2,0,5564,0,0,1,17,10,560,2,-1,0,4,"no",1
"2468",32,8,3,2,0,-402,1,0,1,17,1,135,1,-1,0,4,"no",1
"2469",28,1,3,2,0,1323,1,0,3,3,7,361,1,-1,0,4,"no",1
"2470",57,6,2,1,0,1623,1,1,1,18,6,246,1,-1,0,4,"no",1
"2471",38,10,2,3,0,1042,1,0,1,4,4,419,2,-1,0,4,"no",1
"2472",22,9,3,2,0,2488,0,0,1,8,10,449,2,38,10,2,"yes",2
"2473",54,1,2,2,0,865,1,0,1,17,10,71,1,-1,0,4,"no",1
"2474",32,10,2,3,0,-1053,1,0,1,21,6,357,3,-1,0,4,"no",1
"2475",32,5,2,3,0,1667,1,0,1,18,10,164,2,179,3,1,"no",1
"2476",59,1,1,2,0,975,1,0,3,15,9,263,4,-1,0,4,"no",1
"2477",45,10,2,2,0,2571,0,0,3,18,7,146,2,-1,0,4,"no",1
"2478",53,12,2,1,0,732,0,0,1,27,11,759,2,-1,0,4,"yes",2
"2479",50,1,1,2,0,769,0,0,1,28,6,72,2,363,4,1,"no",1
"2480",34,10,2,2,0,-136,1,1,1,12,2,131,2,-1,0,4,"no",1
"2481",35,1,1,2,0,3636,0,1,1,21,10,808,2,-1,0,4,"yes",2
"2482",30,5,2,3,0,931,0,0,1,17,6,1183,1,-1,0,4,"no",1
